timeslot_type1,timeslot_type2,mean_n_patients,mean_n_type1,mean_n_type2,mean_overtime_m0_min,std_overtime_m0_min,mean_overtime_m1_min,std_overtime_m1_min,mean_overtime_total_min,std_overtime_total_min,mean_avg_wait_type1_days,std_avg_wait_type1_days,mean_avg_wait_type2_days,std_avg_wait_type2_days,mean_avg_extra_wait_type1_min,std_avg_extra_wait_type1_min,mean_avg_extra_wait_type2_min,std_avg_extra_wait_type2_min,mean_avg_extra_wait_type1_days,mean_avg_extra_wait_type2_days
29,57,564.51,354.53,209.98,0.2970785798970701,1.6013017246035404,0.48429277105572055,1.59774703225732,0.7813713509527906,2.4280713995814125,1.450546864482499,0.2769214763950804,1.4476628991462133,0.2840856584856071,1.3971240930631175,0.2553163113592074,1.369724134116007,0.28598550142731755,0.002587266839005773,0.002536526174288902
32,59,564.51,354.53,209.98,0.13379434552435213,0.705953495119037,0.8785361957223153,3.3955030291856163,1.0123305412466674,3.4337079372341335,1.996766016456747,0.35505907025145184,1.9992491882768684,0.3693136702974597,0.5785813586899308,0.13971756319499792,0.5482657582940834,0.16184263334407306,0.0010714469605369085,0.0010153069598038582
29,58,564.51,354.53,209.98,0.6155336853872972,2.036471792364595,1.0165189446001728,2.8319999201889665,1.63205262998747,3.309143718081089,1.4430000908505667,0.27316715030656286,1.4398157531014066,0.27975772807892657,1.3443807388448505,0.2592280327513751,1.2843046624093177,0.27588777186905317,0.002489593960823797,0.002378341967424662
30,56,564.51,354.53,209.98,0.625433675510219,2.107255603178052,1.300391824375297,3.190814845194566,1.925825499885516,4.105547702385071,1.4376175330072305,0.27290035391536877,1.434540404452834,0.2803903834045615,1.153923669325709,0.22417082880067246,1.145789010197211,0.26068711314802423,0.0021368956839364975,0.0021218315003652057
28,59,564.51,354.53,209.98,1.1582369466503293,3.8387905312613486,1.5041164580630015,3.3621891520101634,2.662353404713331,5.014307065421032,1.4424784159882689,0.2693329748349092,1.4389870907315936,0.27597117044917063,1.6553470976586513,0.3182939790074676,1.6450859593657452,0.29355780904604617,0.0030654575882567625,0.003046455480306935
32,57,564.51,354.53,209.98,1.5502759681600309,5.5453147644044325,1.2767124719816365,3.0103409312589298,2.8269884401416676,6.330968960457291,1.8111909508057744,0.3367477150651349,1.8122454001520896,0.34906746414561407,0.6816869939061163,0.1736780233485012,0.6679619601956062,0.17943683463351823,0.0012623833220483634,0.001236966592954826
33,56,564.51,354.53,209.98,1.2829906785202478,3.6250572323230283,1.668862106485376,3.2318602684800384,2.9518527850056238,4.977076741418696,1.828526036201483,0.3461230309013536,1.8295623661136617,0.35849418534278465,0.6212259399777826,0.17878513737416002,0.6059031153054264,0.17365072958125571,0.0011504184073662643,0.00112204280612116
30,57,564.51,354.53,209.98,0.94431114648203,2.805323810467068,2.1653033387722123,4.325339227196566,3.1096144852542422,5.063599802798669,1.4577020158399667,0.2770358686447138,1.4541345988204393,0.2841689464876456,1.0775992765666291,0.20327450662535554,1.0517377761926152,0.24040329572535152,0.0019955542158641283,0.0019476625485048426
33,59,564.51,354.53,209.98,0.8615466044610889,2.225348333386032,2.8851326761379004,4.5626049160524635,3.7466792805989892,4.881683813407758,2.025698653186504,0.3528054801037078,2.027598043425249,0.36762537450204386,0.46449691706826957,0.12686515072300236,0.4373468752053742,0.14127067895905165,0.000860179476052351,0.0008099016207506928
29,59,564.51,354.53,209.98,1.4736290362928413,3.6081138302567535,2.2964986748344747,4.556413223790066,3.7701277111273157,5.347860990527572,1.4575874610271669,0.27350675736172037,1.4535923111127422,0.2801997310819926,1.257791772444838,0.24895813791797972,1.2410773395631958,0.25404756778471715,0.0023292440230459964,0.002298291369561474
