timeslot_type1,timeslot_type2,mean_avg_overtime_per_day_min,std_avg_overtime_per_day_min,mean_avg_wait_days,std_avg_wait_days,mean_avg_extra_wait_min,std_avg_extra_wait_min
26,40,1.8818406003060368,1.4945661175470188,0.9140994327734389,0.045045055351371044,10.905056148987292,1.4165299436024865
26,48,1.9323398863673165,1.396182292201896,0.9473281732482832,0.04504896805924773,6.736089642844505,1.0326154673155725
26,44,1.9700697041054172,1.4334012394141447,0.9276879242802086,0.04490038033848712,8.170966448135331,1.1640572154725772
30,54,2.1589669219932976,1.020707240299184,1.1818621823770845,0.14023193575148885,1.3001511394838265,0.23234768976283043
26,54,2.453818532563802,1.3062256801451886,1.043772586450146,0.08083597467987515,5.822892113232989,0.9620306993992996
24,62,4.4946725966453975,3.007000411679069,1.8612108412931516,0.17555976687390912,12.051071257002118,1.7124441527080276
24,64,4.4946725966453975,3.007000411679069,1.866003153874471,0.17566528711855658,12.014062150706796,1.7119767678558206
24,66,4.5010472563948944,3.0026268857343337,1.8707954664557902,0.17577095772625478,11.983582571464224,1.7118946404340531
24,56,5.038851089855426,3.3747922414702605,1.3343464766590498,0.14360335284882508,12.259953453801993,1.7170947596797623
24,58,5.0898592934299645,3.361924569001673,1.3398112885953373,0.14370684853585994,12.16075230941339,1.7149116591681288
24,50,5.4753492335381475,3.6372909868537993,0.988989655024169,0.07517808432152595,12.872607491956531,1.7146621532915989
24,60,5.563328812585587,3.3452627383010687,1.3452761005316247,0.14381061987878097,12.094090914289373,1.7140495026830673
24,52,5.623344702521277,3.6245401313345003,0.9950291023219552,0.075294498859916,12.59551768920157,1.7068150336777084
24,46,5.8858540816076355,3.7900678234408325,0.8983610409839122,0.02640923560343546,13.902115369651785,1.7627398100273879
24,42,6.0571050252032546,3.825245869873695,0.8786814582756012,0.025002019646848575,15.918131226355884,1.8366246220647067
24,40,6.2906203477147695,3.9766480975988796,0.8713953959430343,0.024833092643066535,17.48360891092949,1.9223945809426117
24,48,6.309454099680348,3.8403038873880093,0.9046241364178784,0.026387823978561716,13.314642404786706,1.7341758812305241
24,44,6.371821633357364,3.9008361364444437,0.8849838874498039,0.024913968781337635,14.749519210077533,1.784905304330166
24,54,6.711609022942833,3.645109402237291,1.0010685496197416,0.0754118993526245,12.40144487517519,1.7052700906374512
